Year,Country of origin,Country of origin (ISO),Country,Code,Total
2017,Syrian Arab Rep.,SYR,Ghana,GHA,39
2017,Syrian Arab Rep.,SYR,Greece,GRC,13714
2017,Syrian Arab Rep.,SYR,Croatia,HRV,194
2017,Syrian Arab Rep.,SYR,Hungary,HUN,925
2017,Syrian Arab Rep.,SYR,Iceland,ISL,58
2017,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,12
2017,Syrian Arab Rep.,SYR,India,IND,87
2017,Syrian Arab Rep.,SYR,Indonesia,IDN,35
2017,Syrian Arab Rep.,SYR,Ireland,IRL,718
2017,Syrian Arab Rep.,SYR,Iraq,IRQ,247057
2017,Syrian Arab Rep.,SYR,Italy,ITA,3618
2017,Syrian Arab Rep.,SYR,Jamaica,JAM,5
2017,Syrian Arab Rep.,SYR,Jordan,JOR,653031
2017,Syrian Arab Rep.,SYR,Japan,JPN,66
2017,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,17
2017,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,69
2017,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,1122
2017,Syrian Arab Rep.,SYR,Kuwait,KWT,44
2017,Syrian Arab Rep.,SYR,Liberia,LBR,7
2017,Syrian Arab Rep.,SYR,Libya,LBY,257
2017,Syrian Arab Rep.,SYR,Lebanon,LBN,992127
2017,Syrian Arab Rep.,SYR,Liechtenstein,LIE,32
2017,Syrian Arab Rep.,SYR,Sri Lanka,LKA,14
2017,Syrian Arab Rep.,SYR,Lithuania,LTU,362
2017,Syrian Arab Rep.,SYR,Luxembourg,LUX,686
2017,Syrian Arab Rep.,SYR,Latvia,LVA,393
2017,Syrian Arab Rep.,SYR,Mauritania,MRT,464
2017,Syrian Arab Rep.,SYR,North Macedonia,MKD,15
2017,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,204
2017,Syrian Arab Rep.,SYR,Mexico,MEX,23
2017,Syrian Arab Rep.,SYR,Mali,MLI,9
2017,Syrian Arab Rep.,SYR,Malaysia,MYS,372
2017,Syrian Arab Rep.,SYR,Morocco,MAR,2953
2017,Syrian Arab Rep.,SYR,Malta,MLT,1289
2017,Syrian Arab Rep.,SYR,Mauritius,MUS,5
2017,Syrian Arab Rep.,SYR,Netherlands,NLD,30851
2017,Syrian Arab Rep.,SYR,Niger,NER,7
2017,Syrian Arab Rep.,SYR,Nigeria,NGA,154
2017,Syrian Arab Rep.,SYR,Norway,NOR,13349
2017,Syrian Arab Rep.,SYR,New Zealand,NZL,65
2017,Syrian Arab Rep.,SYR,Oman,OMN,7
2017,Syrian Arab Rep.,SYR,Pakistan,PAK,29
2017,Syrian Arab Rep.,SYR,Paraguay,PRY,53
2017,Syrian Arab Rep.,SYR,Peru,PER,38
2017,Syrian Arab Rep.,SYR,Philippines,PHL,74
2017,Syrian Arab Rep.,SYR,Poland,POL,512
2017,Syrian Arab Rep.,SYR,Portugal,PRT,307
2017,Syrian Arab Rep.,SYR,Qatar,QAT,34
2017,Syrian Arab Rep.,SYR,Romania,ROU,2282
2017,Syrian Arab Rep.,SYR,South Africa,ZAF,45
2017,Syrian Arab Rep.,SYR,Russian Federation,RUS,1130
2017,Syrian Arab Rep.,SYR,El Salvador,SLV,5
2017,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,14
2017,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,73
2017,Syrian Arab Rep.,SYR,Somalia,SOM,172
2017,Syrian Arab Rep.,SYR,Spain,ESP,11752
2017,Syrian Arab Rep.,SYR,Sudan,SDN,11240
2017,Syrian Arab Rep.,SYR,Slovakia,SVK,17
2017,Syrian Arab Rep.,SYR,Slovenia,SVN,215
2017,Syrian Arab Rep.,SYR,Sweden,SWE,103614
2017,Syrian Arab Rep.,SYR,Switzerland,CHE,13639
2017,Syrian Arab Rep.,SYR,Thailand,THA,327
2017,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,53
2017,Syrian Arab Rep.,SYR,Tunisia,TUN,603
2017,Syrian Arab Rep.,SYR,Turkey,TUR,3424237
2017,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,128
2017,Syrian Arab Rep.,SYR,Uganda,UGA,7
2017,Syrian Arab Rep.,SYR,Ukraine,UKR,483
2017,Syrian Arab Rep.,SYR,Uruguay,URY,61
2017,Syrian Arab Rep.,SYR,United States of America,USA,7282
2017,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,5
2017,Syrian Arab Rep.,SYR,Yemen,YEM,3286
2018,Syrian Arab Rep.,SYR,Albania,ALB,6
2018,Syrian Arab Rep.,SYR,Algeria,DZA,14
2018,Syrian Arab Rep.,SYR,Egypt,EGY,132871
2018,Syrian Arab Rep.,SYR,Argentina,ARG,385
2018,Syrian Arab Rep.,SYR,Armenia,ARM,14701
2018,Syrian Arab Rep.,SYR,Australia,AUS,582
2018,Syrian Arab Rep.,SYR,Austria,AUT,49179
2018,Syrian Arab Rep.,SYR,Azerbaijan,AZE,15
2018,Syrian Arab Rep.,SYR,Belgium,BEL,9080
2018,Syrian Arab Rep.,SYR,Benin,BEN,12
2018,Syrian Arab Rep.,SYR,Belarus,BLR,66
2018,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,21
2018,Syrian Arab Rep.,SYR,Brazil,BRA,3455
2018,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,15
2018,Syrian Arab Rep.,SYR,Bulgaria,BGR,17161
2018,Syrian Arab Rep.,SYR,Canada,CAN,3558
2018,Syrian Arab Rep.,SYR,Chad,TCD,57
2018,Syrian Arab Rep.,SYR,China,CHN,53
2018,Syrian Arab Rep.,SYR,Chile,CHL,107
2018,Syrian Arab Rep.,SYR,Cameroon,CMR,22
2018,Syrian Arab Rep.,SYR,Congo,COG,12
2018,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,5
2018,Syrian Arab Rep.,SYR,Colombia,COL,8
2018,Syrian Arab Rep.,SYR,Costa Rica,CRI,9
2018,Syrian Arab Rep.,SYR,Cuba,CUB,44
2018,Syrian Arab Rep.,SYR,Cyprus,CYP,6259
2018,Syrian Arab Rep.,SYR,Czechia,CZE,448
2018,Syrian Arab Rep.,SYR,Denmark,DNK,19698
2018,Syrian Arab Rep.,SYR,Djibouti,DJI,10
2018,Syrian Arab Rep.,SYR,Ecuador,ECU,102
2018,Syrian Arab Rep.,SYR,Estonia,EST,146
2018,Syrian Arab Rep.,SYR,Ethiopia,ETH,9
2018,Syrian Arab Rep.,SYR,Finland,FIN,2497
2018,Syrian Arab Rep.,SYR,France,FRA,15822
2018,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,9720
2018,Syrian Arab Rep.,SYR,Georgia,GEO,428
2018,Syrian Arab Rep.,SYR,Germany,DEU,532065
2018,Syrian Arab Rep.,SYR,Ghana,GHA,157
2018,Syrian Arab Rep.,SYR,Greece,GRC,23931
2018,Syrian Arab Rep.,SYR,Guinea,GIN,5
2018,Syrian Arab Rep.,SYR,Croatia,HRV,398
2018,Syrian Arab Rep.,SYR,Hungary,HUN,971
2018,Syrian Arab Rep.,SYR,Iceland,ISL,87
2018,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,92
2018,Syrian Arab Rep.,SYR,India,IND,83
2018,Syrian Arab Rep.,SYR,Indonesia,IDN,29
2018,Syrian Arab Rep.,SYR,Ireland,IRL,2126
2018,Syrian Arab Rep.,SYR,Iraq,IRQ,252526
2018,Syrian Arab Rep.,SYR,Italy,ITA,4652
2018,Syrian Arab Rep.,SYR,Jamaica,JAM,5
2018,Syrian Arab Rep.,SYR,Jordan,JOR,676283
2018,Syrian Arab Rep.,SYR,Japan,JPN,69
2018,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,15
2018,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,77
2018,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,1177
2018,Syrian Arab Rep.,SYR,Kuwait,KWT,73
2018,Syrian Arab Rep.,SYR,Liberia,LBR,10
2018,Syrian Arab Rep.,SYR,Libya,LBY,552
2018,Syrian Arab Rep.,SYR,Lebanon,LBN,944181
2018,Syrian Arab Rep.,SYR,Liechtenstein,LIE,32
2018,Syrian Arab Rep.,SYR,Sri Lanka,LKA,14
2018,Syrian Arab Rep.,SYR,Lithuania,LTU,435
2018,Syrian Arab Rep.,SYR,Luxembourg,LUX,686
2018,Syrian Arab Rep.,SYR,Latvia,LVA,384
2018,Syrian Arab Rep.,SYR,Mauritania,MRT,332
2018,Syrian Arab Rep.,SYR,North Macedonia,MKD,17
2018,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,213
2018,Syrian Arab Rep.,SYR,Mexico,MEX,28
2018,Syrian Arab Rep.,SYR,Mali,MLI,9
2018,Syrian Arab Rep.,SYR,Malaysia,MYS,421
2018,Syrian Arab Rep.,SYR,Morocco,MAR,3506
2018,Syrian Arab Rep.,SYR,Malta,MLT,1497
2018,Syrian Arab Rep.,SYR,Montenegro,MNE,5
2018,Syrian Arab Rep.,SYR,Mauritius,MUS,5
2018,Syrian Arab Rep.,SYR,Netherlands,NLD,32092
2018,Syrian Arab Rep.,SYR,Niger,NER,11
2018,Syrian Arab Rep.,SYR,Nigeria,NGA,224
2018,Syrian Arab Rep.,SYR,Norway,NOR,13914
2018,Syrian Arab Rep.,SYR,New Zealand,NZL,68
2018,Syrian Arab Rep.,SYR,Oman,OMN,7
2018,Syrian Arab Rep.,SYR,Pakistan,PAK,29
2018,Syrian Arab Rep.,SYR,Paraguay,PRY,63
2018,Syrian Arab Rep.,SYR,Peru,PER,44
2018,Syrian Arab Rep.,SYR,Philippines,PHL,105
2018,Syrian Arab Rep.,SYR,Poland,POL,531
2018,Syrian Arab Rep.,SYR,Portugal,PRT,602
2018,Syrian Arab Rep.,SYR,Qatar,QAT,34
2018,Syrian Arab Rep.,SYR,Romania,ROU,2292
2018,Syrian Arab Rep.,SYR,South Africa,ZAF,45
2018,Syrian Arab Rep.,SYR,Russian Federation,RUS,828
2018,Syrian Arab Rep.,SYR,El Salvador,SLV,5
2018,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,103
2018,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,74
2018,Syrian Arab Rep.,SYR,Somalia,SOM,206
2018,Syrian Arab Rep.,SYR,Spain,ESP,13765
2018,Syrian Arab Rep.,SYR,Sudan,SDN,93502
2018,Syrian Arab Rep.,SYR,Slovakia,SVK,14
2018,Syrian Arab Rep.,SYR,Slovenia,SVN,290
2018,Syrian Arab Rep.,SYR,Sweden,SWE,109343
2018,Syrian Arab Rep.,SYR,Switzerland,CHE,16565
2018,Syrian Arab Rep.,SYR,Thailand,THA,276
2018,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,57
2018,Syrian Arab Rep.,SYR,Tunisia,TUN,927
2018,Syrian Arab Rep.,SYR,Turkey,TUR,3622366
2018,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,287
2018,Syrian Arab Rep.,SYR,Uganda,UGA,5
2018,Syrian Arab Rep.,SYR,Ukraine,UKR,457
2018,Syrian Arab Rep.,SYR,Uruguay,URY,61
2018,Syrian Arab Rep.,SYR,United States of America,USA,7998
2018,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,5
2018,Syrian Arab Rep.,SYR,Yemen,YEM,3446
2018,Syrian Arab Rep.,SYR,Zambia,ZMB,8
2019,Syrian Arab Rep.,SYR,Albania,ALB,13
2019,Syrian Arab Rep.,SYR,Algeria,DZA,7757
2019,Syrian Arab Rep.,SYR,Egypt,EGY,129210
2019,Syrian Arab Rep.,SYR,Argentina,ARG,401
2019,Syrian Arab Rep.,SYR,Armenia,ARM,14730
2019,Syrian Arab Rep.,SYR,Australia,AUS,2239
2019,Syrian Arab Rep.,SYR,Austria,AUT,51955
2019,Syrian Arab Rep.,SYR,Azerbaijan,AZE,20
2019,Syrian Arab Rep.,SYR,Belgium,BEL,16604
2019,Syrian Arab Rep.,SYR,Benin,BEN,12
2019,Syrian Arab Rep.,SYR,Burkina Faso,BFA,5
2019,Syrian Arab Rep.,SYR,Belarus,BLR,68
2019,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,21
2019,Syrian Arab Rep.,SYR,Brazil,BRA,3761
2019,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,21
2019,Syrian Arab Rep.,SYR,Bulgaria,BGR,17551
2019,Syrian Arab Rep.,SYR,Canada,CAN,5
2019,Syrian Arab Rep.,SYR,Chad,TCD,35
2019,Syrian Arab Rep.,SYR,China,CHN,50
2019,Syrian Arab Rep.,SYR,Chile,CHL,112
2019,Syrian Arab Rep.,SYR,Cameroon,CMR,24
2019,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,5
2019,Syrian Arab Rep.,SYR,Colombia,COL,8
2019,Syrian Arab Rep.,SYR,Costa Rica,CRI,5
2019,Syrian Arab Rep.,SYR,Cuba,CUB,40
2019,Syrian Arab Rep.,SYR,Cyprus,CYP,7372
2019,Syrian Arab Rep.,SYR,Czechia,CZE,408
2019,Syrian Arab Rep.,SYR,Denmark,DNK,20046
2019,Syrian Arab Rep.,SYR,Djibouti,DJI,10
2019,Syrian Arab Rep.,SYR,Ecuador,ECU,146
2019,Syrian Arab Rep.,SYR,Estonia,EST,127
2019,Syrian Arab Rep.,SYR,Finland,FIN,2585
2019,Syrian Arab Rep.,SYR,France,FRA,18244
2019,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,10389
2019,Syrian Arab Rep.,SYR,Georgia,GEO,91
2019,Syrian Arab Rep.,SYR,Germany,DEU,572818
2019,Syrian Arab Rep.,SYR,Ghana,GHA,167
2019,Syrian Arab Rep.,SYR,Greece,GRC,26696
2019,Syrian Arab Rep.,SYR,Guinea,GIN,14
2019,Syrian Arab Rep.,SYR,Croatia,HRV,527
2019,Syrian Arab Rep.,SYR,Hungary,HUN,934
2019,Syrian Arab Rep.,SYR,Iceland,ISL,109
2019,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,132
2019,Syrian Arab Rep.,SYR,India,IND,70
2019,Syrian Arab Rep.,SYR,Indonesia,IDN,23
2019,Syrian Arab Rep.,SYR,Ireland,IRL,2882
2019,Syrian Arab Rep.,SYR,Iraq,IRQ,245810
2019,Syrian Arab Rep.,SYR,Italy,ITA,4781
2019,Syrian Arab Rep.,SYR,Jordan,JOR,654692
2019,Syrian Arab Rep.,SYR,Japan,JPN,69
2019,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,14
2019,Syrian Arab Rep.,SYR,Kenya,KEN,5
2019,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,86
2019,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,1199
2019,Syrian Arab Rep.,SYR,Kuwait,KWT,106
2019,Syrian Arab Rep.,SYR,Liberia,LBR,11
2019,Syrian Arab Rep.,SYR,Libya,LBY,612
2019,Syrian Arab Rep.,SYR,Lebanon,LBN,910586
2019,Syrian Arab Rep.,SYR,Liechtenstein,LIE,32
2019,Syrian Arab Rep.,SYR,Sri Lanka,LKA,5
2019,Syrian Arab Rep.,SYR,Lithuania,LTU,453
2019,Syrian Arab Rep.,SYR,Luxembourg,LUX,951
2019,Syrian Arab Rep.,SYR,Latvia,LVA,354
2019,Syrian Arab Rep.,SYR,Madagascar,MDG,5
2019,Syrian Arab Rep.,SYR,Mauritania,MRT,355
2019,Syrian Arab Rep.,SYR,North Macedonia,MKD,17
2019,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,210
2019,Syrian Arab Rep.,SYR,Mexico,MEX,29
2019,Syrian Arab Rep.,SYR,Mali,MLI,20
2019,Syrian Arab Rep.,SYR,Malaysia,MYS,425
2019,Syrian Arab Rep.,SYR,Morocco,MAR,3676
2019,Syrian Arab Rep.,SYR,Malta,MLT,1706
2019,Syrian Arab Rep.,SYR,Netherlands,NLD,31694
2019,Syrian Arab Rep.,SYR,Niger,NER,7
2019,Syrian Arab Rep.,SYR,Nigeria,NGA,263
2019,Syrian Arab Rep.,SYR,Norway,NOR,14359
2019,Syrian Arab Rep.,SYR,New Zealand,NZL,172
2019,Syrian Arab Rep.,SYR,Oman,OMN,8
2019,Syrian Arab Rep.,SYR,Pakistan,PAK,43
2019,Syrian Arab Rep.,SYR,Paraguay,PRY,88
2019,Syrian Arab Rep.,SYR,Peru,PER,42
2019,Syrian Arab Rep.,SYR,Philippines,PHL,115
2019,Syrian Arab Rep.,SYR,Poland,POL,542
2019,Syrian Arab Rep.,SYR,Portugal,PRT,768
2019,Syrian Arab Rep.,SYR,Qatar,QAT,34
2019,Syrian Arab Rep.,SYR,Romania,ROU,2090
2019,Syrian Arab Rep.,SYR,South Africa,ZAF,45
2019,Syrian Arab Rep.,SYR,Russian Federation,RUS,593
2019,Syrian Arab Rep.,SYR,El Salvador,SLV,5
2019,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,152
2019,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,25
2019,Syrian Arab Rep.,SYR,Somalia,SOM,245
2019,Syrian Arab Rep.,SYR,Spain,ESP,14133
2019,Syrian Arab Rep.,SYR,Sudan,SDN,93495
2019,Syrian Arab Rep.,SYR,Slovakia,SVK,14
2019,Syrian Arab Rep.,SYR,Slovenia,SVN,307
2019,Syrian Arab Rep.,SYR,Sweden,SWE,113418
2019,Syrian Arab Rep.,SYR,Switzerland,CHE,18755
2019,Syrian Arab Rep.,SYR,United Rep. of Tanzania,TZA,5
2019,Syrian Arab Rep.,SYR,Thailand,THA,217
2019,Syrian Arab Rep.,SYR,Togo,TGO,6
2019,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,58
2019,Syrian Arab Rep.,SYR,Tunisia,TUN,1382
2019,Syrian Arab Rep.,SYR,Turkey,TUR,3576370
2019,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,333
2019,Syrian Arab Rep.,SYR,Uganda,UGA,6
2019,Syrian Arab Rep.,SYR,Ukraine,UKR,462
2019,Syrian Arab Rep.,SYR,Uruguay,URY,61
2019,Syrian Arab Rep.,SYR,United States of America,USA,8449
2019,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,5
2019,Syrian Arab Rep.,SYR,Yemen,YEM,3551
2019,Syrian Arab Rep.,SYR,Zambia,ZMB,15
